Order TYPE,Order Number,Ship-To store,Ship to Name,Date Entered,Order Line,CAT,Barcode,Name,Ordered Quantity,UOM,Remark
ประเภท RT,RT number,Ship to ID,ชื่อ Store,วันที่ออก RT,order Line ที่เท่าไหร่,หมวดสินค้า,รหัสบาร์โค้ด,ชื่อบาร์โค้ด,จำนวนสินค้า,หน่วยสินค้า EA = Each,หมายเหตุ
THDO,RT255808/03280,0101 ,ขายหน้าร้าน(TMCW),27/08/2558 17:45:48,1,Cosmetic,9000101338249,แชมพู+ครีมนวดใบหมี่-อัญชัน+เซรั่มมะหาด P1I12,24,ชุด,Cosmetics TMCW ...Ordering 27.08.58
THDO,RT255808/03280,0101 ,ขายหน้าร้าน(TMCW),27/08/2558 17:45:48,2,Cosmetic,8858696802123,แป้งศรีจันทร์ ทรานลูเซนท์ พาวเดอร์ P1I3,12,ชิ้น,Cosmetics TMCW ...Ordering 27.08.58
THDO,RT255808/03280,0101 ,ขายหน้าร้าน(TMCW),27/08/2558 17:45:48,3,Cosmetic,8858831009202,สบู่สปามะละกอ P1I12,36,ชิ้น,Cosmetics TMCW ...Ordering 27.08.58
THDO,RT255808/03280,0101 ,ขายหน้าร้าน(TMCW),27/08/2558 17:45:48,4,Cosmetic,800000305712,พัฟเกรดAรูปไข่สีขาว P1I12,12,ชิ้น,Cosmetics TMCW ...Ordering 27.08.58
THDO,RT255808/03280,0101 ,ขายหน้าร้าน(TMCW),27/08/2558 17:45:48,5,Cosmetic,800000029717,มาสคาร่า เซ็กซี่เคริฟ์ขนตาโค้งงอน ตาโต (971) P1I12,12,ชิ้น,Cosmetics TMCW ...Ordering 27.08.58
THDO,RT255808/03280,0101 ,ขายหน้าร้าน(TMCW),27/08/2558 17:45:48,6,Cosmetic,8850407006349,A 925 ครูเซ็ทครีมย้อมผม สีบลอนด์เขียว P1I12,24,ชิ้น,Cosmetics TMCW ...Ordering 27.08.58
THDO,RT255808/03280,0101 ,ขายหน้าร้าน(TMCW),27/08/2558 17:45:48,7,Cosmetic,8850407006264,A 992 ครูเซ็ท ครีมย้อมผม (น้ำตาลประกายแดง) P1I12,24,ชิ้น,Cosmetics TMCW ...Ordering 27.08.58
THDO,RT255808/03281,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:48:54,1,Small Appliance,8851854411182,แก๊สกระป๋องALTA#AL-103/AIKO#GC1000 P3I8,208,แพ็ค,"Small TMZR ตัดตาม Ordering สาขา 27/8/58
"
THDO,RT255808/03281,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:48:54,2,Small Appliance,8851854106392,พัดลมTURBO AIKO 10 นิ้ว#AVF-210 P1I6,6,เครื่อง,"Small TMZR ตัดตาม Ordering สาขา 27/8/58
"
THDO,RT255808/03282,0501 ,ขายหน้าร้าน(TMBY),27/08/2558 17:48:05,1,Toys,8851543126700,บอลสีถุงใหญ่ WD/333A P1I1,11,ถุง,TOYS   TMBY   ตัดตาม Ordering 27/8/58
THDO,RT255808/03282,0501 ,ขายหน้าร้าน(TMBY),27/08/2558 17:48:05,2,Toys,8855404009997,รถจี๊ป  999  P1I4,20,คัน,TOYS   TMBY   ตัดตาม Ordering 27/8/58
THDO,RT255808/03282,0501 ,ขายหน้าร้าน(TMBY),27/08/2558 17:48:05,3,Toys,8855404004008,เครื่องบิน 004  P1I12,36,ลำ,TOYS   TMBY   ตัดตาม Ordering 27/8/58
THDO,RT255808/03282,0501 ,ขายหน้าร้าน(TMBY),27/08/2558 17:48:05,4,Toys,8855404000017,รถกระบะยักษ์/ตะแกรงยักษ์ 001-002 P1I12,12,คัน,TOYS   TMBY   ตัดตาม Ordering 27/8/58
THDO,RT255808/03282,0501 ,ขายหน้าร้าน(TMBY),27/08/2558 17:48:05,5,Toys,8855404009362,รถบิ๊กฟุต 936  P1I12,36,คัน,TOYS   TMBY   ตัดตาม Ordering 27/8/58
THDO,RT255808/03282,0501 ,ขายหน้าร้าน(TMBY),27/08/2558 17:48:05,6,Toys,8855404003001,ค็อปเตอร์ 003  P1I12,36,ลำ,TOYS   TMBY   ตัดตาม Ordering 27/8/58
THDO,RT255808/03282,0501 ,ขายหน้าร้าน(TMBY),27/08/2558 17:48:05,7,Toys,8855404000134,สิงโต 013/C P1I6,12,คัน,TOYS   TMBY   ตัดตาม Ordering 27/8/58
THDO,RT255808/03282,0501 ,ขายหน้าร้าน(TMBY),27/08/2558 17:48:05,8,Toys,8855404003131,มอเตอร์ไซค์ 013/D P1I6,12,คัน,TOYS   TMBY   ตัดตาม Ordering 27/8/58
THDO,RT255808/03283,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:49:13,1,Home Furnishing,9000101302509,ถัง+ฝาล็อคหูเหล็ก 22 แกลลอน คละสี P1I10,20,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03283,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:49:13,2,Home Furnishing,9000101247305,กระติกเด็นกิใหญ่ 798/1 P1I6,6,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03283,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:49:13,3,Home Furnishing,9000101302523,ถัง+ฝาล็อคหูพลาสติก 22 แกลลอน สีดำ P1I10,20,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03283,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:49:13,4,Home Furnishing,9000101248388,ไม้แขวนเสื้อเด็ก A3 สีหวาน(1x10) P10I12,84,แพ็ค,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03283,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:49:13,5,Home Furnishing,8851246000000,ไม้ม๊อบหนีบ+ผ้า 10นิ้ว MNS10CT P1I36,36,ด้าม,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03283,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:49:13,6,Home Furnishing,9000101132144,โต๊ะพับเหล็ก 3 ฟุต NF-62 P1I2,2,ตัว,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03283,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:49:13,7,Home Furnishing,9000101383256,ไม้กวาดดอกหญ้าด้าม PVC P1I10,20,ด้าม,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03283,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:49:13,8,Home Furnishing,9000101140682,กระติกน้ำรถไฟ (M9) 150 P1I6,30,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03283,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:49:13,9,Home Furnishing,9000101140712,กระติกน้ำรถไฟ (M4) 154 P1I6,12,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03283,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:49:13,10,Home Furnishing,8853705000941,เก้าอี้โนวาเอส มีลาย เกรด A P1I10,50,ตัว,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03283,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:49:13,11,Home Furnishing,8851938901585,แปรงทองเหลืองรูปไข่ตราสมอ P1I12,60,ชิ้น,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03283,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:49:13,12,Home Furnishing,8858684002108,ถังน้ำ 12 แกลลอน 42x45Cm. สีดำ No.4779 P1I10,50,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03283,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:49:13,13,Home Furnishing,9000101140699,กระติกน้ำรถไฟ (M2.5) 151 P1I12,12,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03283,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:49:13,14,Home Furnishing,9000101336573,เสื่อน้ำมันม้วนเล็ก(1.35x2.7ม.) P1I20,80,ม้วน,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03284,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:01,1,Home Furnishing,9000101302486,กระติกน้ำรถไฟ (M 1.3) 156 P1I48,48,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03284,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:01,2,Home Furnishing,9000101348651,กระติกเหลี่ยมใจแอนท์ 798GA P1I1,10,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03284,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:01,3,Home Furnishing,9000101301427,ที่นอนปิคนิค 3.5 ฟุต (กระเป๋า) P1I1,5,หลัง,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03284,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:01,4,Home Furnishing,9000101117493,แก้วน้ำ NO 126 (6X12X4)(ขาวสกรีน) P12I6,6,โหล,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03284,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:01,5,Home Furnishing,8858975101107,เทียนเหลือง 25 เล่ม No.21 P1I48,48,แพ็ค,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03284,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:01,6,Home Furnishing,9000101198300,กะละมัง501/AB P12I16,16,โหล,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03284,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:01,7,Home Furnishing,9000101161281,ที่ใส่แก้ว 523 (12ช่อง) P1I36,36,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03284,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:01,8,Home Furnishing,8853705008817,กล่องล้อเลื่อนพิมพ์ลาย 60  ลิตร เกรด A No.S022A P1I6,6,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03284,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:01,9,Home Furnishing,9000101198720,ขัน20 CM. สีสดสดใส P12I24,24,โหล,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03284,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:01,10,Home Furnishing,9000101160109,กล่องทิชชู708 P1I72,72,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03284,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:01,11,Home Furnishing,9000101245615,ธูปไทย 28 ซม. กำเล็ก(1.5ขีด) P1I30,90,กำ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03284,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:01,12,Home Furnishing,9000101348668,ตะกร้าไฮไลท์ P9887 P1I12,12,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03284,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:01,13,Home Furnishing,9000101140774,กะละมัง 60 ซม.(สีใสสีขาว) 164 P1I12,12,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03284,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:01,14,Home Furnishing,9000101208504,ถ้วยขนม(1x3)H-1011 P3I72,72,แพ็ค,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03284,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:01,15,Home Furnishing,9000101348774,ตะแกรงซากุระ P915 P1I12,12,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03285,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:30,1,Home Furnishing,9000101279078,ผ้าขนหนูสีพื้น คละสี 12x26 P12I100,100,โหล,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03285,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:30,2,Home Furnishing,9000101350548,เบาะรองนั่งใหญ่ 20x20 นิ้ว P1I8,24,ชิ้น,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03285,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:30,3,Home Furnishing,9000101161267,ที่คว่ำจาน 9883-1 P1I1,12,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03285,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:30,4,Home Furnishing,9000101159950,กระติกเหลี่ยม 798-3 เดนกิ P1I24,24,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03285,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:30,5,Home Furnishing,8857118175234,จานวงรีขอบสี่เหลี่ยม 6.5 นิ้ว No.P009 P50I24,24,แพ็ค,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03285,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:30,6,Home Furnishing,8858975101008,เทียนเหลือง 51 เล่ม No.21 P1I24,96,แพ็ค,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03285,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:30,7,Home Furnishing,9000101203684,ที่คว่ำจาน 542 P1I4,12,ชุด,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03285,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:30,8,Home Furnishing,8858913203016,ถังน้ำ PET 20 ลิตร พร้อมก๊อก No.ST-935/2 P1I1,10,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03285,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:30,9,Home Furnishing,8854211990030,สังฆทานยาขนาดเล็ก No.SPT003 P1I18,18,ชุด,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03285,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:30,10,Home Furnishing,9000101348613,เก้าอี้ P236 P1I1,12,ตัว,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03285,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:30,11,Home Furnishing,8854211990016,สังฆทานยาขนาดมาตรฐาน No.SPT001 P1I9,9,ชุด,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03285,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:30,12,Home Furnishing,9000101285666,อะไหล่ผ้าม็อบหนีบ 10นิ้ว สีขาว ตราNCL P1I12,12,ผืน,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03285,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:30,13,Home Furnishing,8858975101206,เทียนเหลือง 9 เล่ม No.21 P1I120,120,แพ็ค,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03285,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:50:30,14,Home Furnishing,9000101314205,กล่องโฟม 25 กก. P1I6,12,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03286,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:49:43,1,Kitchenware,9000101375473,TM4212-3 แก้วใสเหลี่ยม 6cm.*6 B09910002 P6I48,144,แพ็ค,"Import TMZR ตัดตาม Ordering สาขา 27/8/58
"
THDO,RT255808/03286,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:49:43,2,Gift Shop & Flowers,9000101296266,ภาพ 3 มิติ 38x58 cm.TM27 B09906416 P1I400,400,ชิ้น,"Import TMZR ตัดตาม Ordering สาขา 27/8/58
"
THDO,RT255808/03286,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:49:43,3,Gift Shop & Flowers,9000101354348,TM3704 แหวนไฟคละลาย B09909053 P1I2600,384,วง,"Import TMZR ตัดตาม Ordering สาขา 27/8/58
"
THDO,RT255808/03287,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:51:07,1,Home Furnishing,9000101348576,กล่องเหลี่ยม P535-1 P1I12,48,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03287,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:51:07,2,Home Furnishing,9000101348583,กล่องเหลี่ยมหูล็อค P799 P1I12,12,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03287,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:51:07,3,Home Furnishing,9000101371390,ที่คว่ำแก้ว+ถาด NO.540-1 P1I24,24,ชุด,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03287,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:51:07,4,Home Furnishing,9000101348767,ตะแกรงซากุระ P915L1 P1I12,12,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03287,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:51:07,5,Home Furnishing,9000101348989,ตะแกรงกลมP0082 P1I12,12,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03287,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:51:07,6,Home Furnishing,9000101198737,ขันขาวนม 20 CM. P12I4,16,โหล,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03287,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:51:07,7,Home Furnishing,9000101348682,ตู้ลิ้นชักจิ๋ว Boss 6 ชั้น P1I3,12,ชุด,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03287,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:51:07,8,Home Furnishing,9000101348781,ตะกร้าขอแขวน P792-1 P1I12,36,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03287,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:51:07,9,Home Furnishing,9000101348675,ตะกร้าผ้า P908 P1I12,12,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03287,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:51:07,10,Home Furnishing,9000101348798,ตะกร้าขอแขวน P792  P1I12,12,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03287,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:51:07,11,Home Furnishing,9000101348835,ตะกร้าผ้าเหลี่ยม สีรุ้งP710-2  P1I12,12,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03287,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:51:07,12,Home Furnishing,8853198329093,ลังคว่ำแก้ว 24 ช่อง สีแดง เกรดB P1I6,6,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03287,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:51:07,13,Home Furnishing,9000101348750,ตะแกรงซากุระ P915L2 P1I12,24,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03287,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:51:07,14,Home Furnishing,8851263000298,กล่อง Easy Handy Case CR4407 P1I12,12,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03287,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:51:07,15,Home Furnishing,9000101102208,กะละมังนส.6 ดำ  P1I12,12,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03288,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:52:34,1,Home Furnishing,9000101348705,ขวดโหลซูก้า P527 P1I12,12,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03288,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:52:34,2,Home Furnishing,9000101044713,ขัน 20 cm. สีธรรมดา P12I24,48,โหล,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03288,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:52:34,3,Home Furnishing,8858975100100,เทียนเหลือง 51 เล่ม No.10 P1I100,100,แพ็ค,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03288,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:52:34,4,Home Furnishing,9000101285611,แก้วน้ำใสคละสี No.121 P1I72,72,แพ็ค,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03288,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:52:34,5,Home Furnishing,9000101300826,กล่องล้อเลื่อน 50 ลิตร คละสี SWEETY P1I12,24,ใบ,Home TMZR ...Ordering 27.08.58
THDO,RT255808/03289,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:53:09,1,Grocery,6948404605213,แปรงสีฟันเด็ก No.5521 P12I24,48,โหล,Grocery  TMZR ...Ordering 27.08.58
THDO,RT255808/03289,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:53:09,2,Grocery,6948404608153,แปรงสีฟันผู้ใหญ่ No.8815 P12I24,48,โหล,Grocery  TMZR ...Ordering 27.08.58
THDO,RT255808/03289,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:53:09,3,Grocery,8850002012516,น้ำยาล้างจานโปร400มล.ชนิดเติมรุ่นถุง P1I36,36,ถุง,Grocery  TMZR ...Ordering 27.08.58
THDO,RT255808/03289,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:53:09,4,Grocery,8850002022867,น้ำยาปรับผ้านุ่มไฮคลาสฮานาพิงค์เก้ 500 มล. P1I36,720,ถุง,Grocery  TMZR ...Ordering 27.08.58
THDO,RT255808/03289,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:53:09,5,Grocery,8851020101213,เทนเดอร์บิ๊กโรล6+2 (967851) P8I20,20,แพ็ค,Grocery  TMZR ...Ordering 27.08.58
THDO,RT255808/03289,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:53:09,6,Grocery,8856570150018,ยาหอมเทพจิตรตราห้าม้า P1I24,480,ขวด,Grocery  TMZR ...Ordering 27.08.58
THDO,RT255808/03289,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:53:09,7,Grocery,8858678422578,กระดาษชำระมายด์ แพ็ค 6+2 ม้วน P1I20,60,แพ็ค,Grocery  TMZR ...Ordering 27.08.58
THDO,RT255808/03289,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:53:09,8,Grocery,8858678423117,เทนเดอร์เช็ดหน้า 225 แผ่น P1I36,180,ห่อ,Grocery  TMZR ...Ordering 27.08.58
THDO,RT255808/03289,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:53:09,9,Grocery,8858678423193,กระดาษเช็ดหน้ามายด์ซอฟแพ็ค 225 แผ่นคู่ P1I36,36,ห่อ,Grocery  TMZR ...Ordering 27.08.58
THDO,RT255808/03289,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:53:09,10,Grocery,8858678468330,กระดาษทิชชูรักไทยเอ็กซ์ตร้า24+6 ม้วน P1I6,18,แพ็ค,Grocery  TMZR ...Ordering 27.08.58
THDO,RT255808/03289,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:53:09,11,Grocery,8992759124187,กระดาษเช็ดหน้าไนซ์ซ็อฟแพ็ค P1I48,96,ห่อ,Grocery  TMZR ...Ordering 27.08.58
THDO,RT255808/03289,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:53:09,12,Grocery,8992759124231,กระดาษไนซ์ป๊อบอัพ 130 แผ่น P6I12,48,แพ็ค,Grocery  TMZR ...Ordering 27.08.58
THDO,RT255808/03290,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:55:37,1,Grocery,6948404608139,แปรงสีฟันผู้ใหญ่ No.8813 P12I24,24,โหล,Grocery TMZR ...Ordering 27.08.58
THDO,RT255808/03290,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:55:37,2,Grocery,8850046111022,ซิลค์ จัมโบ้ 24 ม้วน P1I4,4,แพ็ค,Grocery TMZR ...Ordering 27.08.58
THDO,RT255808/03290,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:55:37,3,Grocery,8850046100088,ซิลค์ คอตตอน 24 ม้วน P1I6,6,แพ็ค,Grocery TMZR ...Ordering 27.08.58
THDO,RT255808/03290,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:55:37,4,Grocery,8851145200075,แปรงสีฟันเบอร์แมนแอ็คทีฟ ซอฟท์ 2+1 P1I24,48,แพ็ค,Grocery TMZR ...Ordering 27.08.58
THDO,RT255808/03290,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:55:37,5,Grocery,8851228000288,ยาสีฟันดาร์ลี่ดับเบิ้ลแอ็คชั่น 50 กรัม P12I18,198,*โหล,Grocery TMZR ...Ordering 27.08.58
THDO,RT255808/03290,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:55:37,6,Grocery,8851495000431,เชนไดร์ทสเปรย์กำจัดปลวก 600 มล. P1I12,24,กระป๋อง,Grocery TMZR ...Ordering 27.08.58
THDO,RT255808/03290,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:55:37,7,Grocery,8851228000387,ดาร์ลี่ดับเบิ้ลแอ๊คชั่น 200 กรัม แพ็คคู่ P1I36,36,กล่อง,Grocery TMZR ...Ordering 27.08.58
THDO,RT255808/03290,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:55:37,8,Grocery,8850969370346,ปินโต้ ล้างจาน กลิ่นส้ม (ถุงเติม) 450 มล. P1I24,312,ถุง,Grocery TMZR ...Ordering 27.08.58
THDO,RT255808/03290,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:55:37,9,Grocery,18850969370543,ปินโต้ ล้างจาน กลิ่นส้ม (ถุงเติม) 450 มล. P24I1,173,ถุงx24,Grocery TMZR ...Ordering 27.08.58
THDO,RT255808/03290,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:55:37,10,Grocery,8851228004088,ยาสีฟันดาร์ลี่เลมอนมินต์ไวท์ 40 กรัม P12I6,120,*โหล,Grocery TMZR ...Ordering 27.08.58
THDO,RT255808/03290,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:55:37,11,Grocery,8850632100140,ฮาร์ทบีทจู๊ชซี่รสทุ๊ตตี้ 100 เม็ด P1I36,36,ห่อ,Grocery TMZR ...Ordering 27.08.58
THDO,RT255808/03290,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:55:37,12,Grocery,8850185000331,สำลีแผ่น 50 กรัมตรารถพยาบาล P1I48,48,ห่อ,Grocery TMZR ...Ordering 27.08.58
THDO,RT255808/03290,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:55:37,13,Grocery,6948404608115,แปรงสีฟันผู้ใหญ่ No.8811 P12I24,72,โหล,Grocery TMZR ...Ordering 27.08.58
THDO,RT255808/03290,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:55:37,14,Grocery,8850299000678,น้ำยาเช็ดกระจกคิงส์สเตลล่า 330 มล. P1I24,48,ขวด,Grocery TMZR ...Ordering 27.08.58
THDO,RT255808/03291,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:56:27,1,Gift Shop & Flowers,9000101328363,ออมสินคละแบบ P1I12,48,ชิ้น,Giftshop  TMZR ...Ordering 27.08.58
THDO,RT255808/03291,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:56:27,2,Gift Shop & Flowers,9000101190441,ถุงซิบใส 30x42 cm. P1I25,25,กิโลกรัม,Giftshop  TMZR ...Ordering 27.08.58
THDO,RT255808/03291,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:56:27,3,Gift Shop & Flowers,9000101210569,ถุงซิปใส 7x10 cm. P1I25,25,กิโลกรัม,Giftshop  TMZR ...Ordering 27.08.58
THDO,RT255808/03291,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:56:27,4,Gift Shop & Flowers,9000101190502,ถุงซิบใส 15x23 cm. P1I25,25,กิโลกรัม,Giftshop  TMZR ...Ordering 27.08.58
THDO,RT255808/03291,0201 ,ขายหน้าร้าน(TMZR),27/08/2558 17:56:27,5,Gift Shop & Flowers,9000101364187,ชุดเซ็ทเครื่องเพชร P1I12,12,ชุด,Giftshop  TMZR ...Ordering 27.08.58
